Constituency No.,Constituency Name,Candidate Name,Candidate Sex,Candidate Age,Candidate Category, Party Name, VALID VOTES POLLED in General, VALID VOTES POLLED in Postal, Total Valid Votes,Total Electors,Total Votes
68,Cheyyar,MOHAN K,M,58,GEN,ADMK,77420,346,77766,243084,205813
68,Cheyyar,DR. VISHNUPRASAD M K,M,43,GEN,INC,68622,617,69239,243084,205813
68,Cheyyar,SRINIVASAN G,M,47,GEN,PMK,37324,167,37491,243084,205813
68,Cheyyar,SARVANAN P,M,42,GEN,DMDK,10800,55,10855,243084,205813
68,Cheyyar,BHASKARAN.B,M,55,GEN,BJP,2374,14,2388,243084,205813
68,Cheyyar,None of the Above,,,,NOTA,2238,10,2248,243084,205813
68,Cheyyar,MOHAN K,M,56,GEN,IND,1300,0,1300,243084,205813
68,Cheyyar,VELAYUTHAM T,M,38,GEN,IND,1080,0,1080,243084,205813
68,Cheyyar,RAJESH S,M,28,GEN,NTK,965,9,974,243084,205813
68,Cheyyar,MOHAN A,M,32,GEN,IND,532,0,532,243084,205813
68,Cheyyar,AMUTHA P,F,38,GEN,IND,490,1,491,243084,205813
68,Cheyyar,SRIDHAR S,M,29,SC,IND,443,0,443,243084,205813
68,Cheyyar,SOUNDARAPANDIYAN S,M,29,GEN,IND,291,4,295,243084,205813
68,Cheyyar,RAVI G,M,55,GEN,SP,287,0,287,243084,205813
68,Cheyyar,MATHI K,M,50,GEN,IND,282,0,282,243084,205813
68,Cheyyar,PREMKUMAR P,M,36,SC,IND,142,0,142,243084,205813
69,Vandavasi,"AMBETHKUMAR, S",M,40,SC,DMK,79652,554,80206,222453,181476
69,Vandavasi,"MEGANATHAN, V",M,55,SC,ADMK,61955,183,62138,222453,181476
69,Vandavasi,VADIVELRAVANAN,M,64,SC,PMK,24114,163,24277,222453,181476
69,Vandavasi,"METHARAMESH, M.K",M,42,SC,VCK,7695,50,7745,222453,181476
69,Vandavasi,None of the Above,,,,NOTA,2417,4,2421,222453,181476
69,Vandavasi,"SUDHA, J",F,33,SC,IJK,1076,3,1079,222453,181476
69,Vandavasi,"PONNAN, T",M,69,SC,BSP,860,2,862,222453,181476
69,Vandavasi,"RAVI, C",M,43,SC,IND,743,0,743,222453,181476
69,Vandavasi,"NEELAKANDAN, C",M,28,SC,NTK,683,2,685,222453,181476
69,Vandavasi,"MEGANATHAN, M",M,40,SC,IND,607,0,607,222453,181476
69,Vandavasi,"JEGAN, S",M,35,SC,IND,319,0,319,222453,181476
69,Vandavasi,"PARTHASARATHY, J",M,36,SC,IND,214,0,214,222453,181476
69,Vandavasi,"RAMAMOORTHY, M",M,42,SC,SP,180,0,180,222453,181476
70,Gingee,MASTHAN K S,M,60,GEN,DMK,87495,945,88440,251396,201024
70,Gingee,GOVINDASAMY A,M,59,GEN,ADMK,66098,285,66383,251396,201024
70,Gingee,GANESH KUMAR A,M,32,GEN,PMK,28207,308,28515,251396,201024
70,Gingee,MANI A K,M,70,GEN,MDMK,10634,38,10672,251396,201024
70,Gingee,None of the Above,,,,NOTA,2315,11,2326,251396,201024
70,Gingee,RAJENDIRAN M S,M,42,GEN,BJP,1436,7,1443,251396,201024
70,Gingee,LOGANATHAN K,M,38,GEN,IND,1151,0,1151,251396,201024
70,Gingee,DHANASEKAR R,M,33,GEN,NTK,579,2,581,251396,201024
70,Gingee,MASTHAN B,M,34,GEN,IND,566,1,567,251396,201024
70,Gingee,GANESAN P,M,51,GEN,IND,291,0,291,251396,201024
70,Gingee,POYYATHAPPAN K,M,48,GEN,IND,198,0,198,251396,201024
70,Gingee,SENJE RAJA KNK,M,40,GEN,IND,126,0,126,251396,201024
70,Gingee,GOPI S,M,35,GEN,IND,123,1,124,251396,201024
70,Gingee,DEVANATHAN R,M,36,GEN,VVIP,116,1,117,251396,201024
70,Gingee,GOVINDAN A,M,44,GEN,IND,90,0,90,251396,201024
71,Mailam,MASILAMANI R,M,65,GEN,DMK,70496,384,70880,211372,171211
71,Mailam,ANNADURAI K,M,48,GEN,ADMK,58444,130,58574,211372,171211
71,Mailam,RAJASHEKARAN VR,M,40,GEN,PMK,25562,149,25711,211372,171211
71,Mailam,BALAJI SS,M,46,GEN,VCK,10828,38,10866,211372,171211
71,Mailam,None of the Above,,,,NOTA,1721,1,1722,211372,171211
71,Mailam,RAJASEKAR J,M,32,GEN,IND,753,0,753,211372,171211
71,Mailam,VIDJEALATCHOUMY S,F,54,GEN,NTK,672,0,672,211372,171211
71,Mailam,STEPHANRAJ S,M,46,GEN,BSP,582,1,583,211372,171211
71,Mailam,GNANASEKAR E,M,25,GEN,IND,445,0,445,211372,171211
71,Mailam,SUNDARAMURTHY C,M,41,GEN,IND,385,0,385,211372,171211
71,Mailam,RAMADEVI R,F,35,SC,IJK,314,1,315,211372,171211
71,Mailam,ARUL N,M,28,GEN,IND,210,0,210,211372,171211
71,Mailam,ELAIYARAJA P,M,40,GEN,IND,95,0,95,211372,171211
72,Tindivanam,SEETHAPATHY P,F,66,SC,DMK,60830,1049,61879,221864,175150
72,Tindivanam,RAJENDRAN S P,M,63,SC,ADMK,61453,325,61778,221864,175150
72,Tindivanam,KALIDOSS A,M,48,SC,PMK,29701,147,29848,221864,175150
72,Tindivanam,UDHAYAKUMAR M,M,34,SC,DMDK,14811,117,14928,221864,175150
72,Tindivanam,None of the Above,,,,NOTA,2103,9,2112,221864,175150
72,Tindivanam,POOVAZHAGI B,F,32,SC,BJP,1496,13,1509,221864,175150
72,Tindivanam,BHUVANESHWARI G,F,25,SC,NTK,903,5,908,221864,175150
72,Tindivanam,VISWANATHAN S A,M,39,SC,AIPMK,716,0,716,221864,175150
72,Tindivanam,KARTHICK R,M,35,SC,IND,489,0,489,221864,175150
72,Tindivanam,GOVINDASAMY A,M,47,SC,BSP,394,2,396,221864,175150
72,Tindivanam,MEERA K,F,45,SC,IND,392,0,392,221864,175150
72,Tindivanam,CHANDRASEKARAN M,M,54,SC,IND,195,0,195,221864,175150
73,Vanur,CHAKRAPANI M,M,62,SC,ADMK,64030,137,64167,221269,174428
73,Vanur,MYDILI R,F,44,SC,DMK,53617,327,53944,221269,174428
73,Vanur,SANKAR P,M,41,SC,PMK,27124,116,27240,221269,174428
73,Vanur,RAVIKUMAR D,M,55,SC,VCK,23764,109,23873,221269,174428
73,Vanur,THIRUSELVAKUMAR D,M,37,SC,BJP,1714,2,1716,221269,174428
73,Vanur,None of the Above,,,,NOTA,1428,2,1430,221269,174428
73,Vanur,LATCHOUMY M,F,34,SC,NTK,796,1,797,221269,174428
73,Vanur,KANNABIRAN V,M,32,SC,BSP,595,0,595,221269,174428
73,Vanur,SELVAKUMARI E,F,36,SC,IND,451,0,451,221269,174428
73,Vanur,ELAMURUGAN V,M,39,SC,IND,215,0,215,221269,174428
74,Villupuram,SHANMUGAM C VE,M,50,GEN,ADMK,68885,536,69421,247327,188964
74,Villupuram,AMEER ABBAS S M,M,44,GEN,IUML,46300,830,47130,247327,188964
74,Villupuram,PALANIVEL P,M,48,GEN,PMK,36092,364,36456,247327,188964
74,Villupuram,VENGATESAN L,M,48,GEN,DMDK,24724,183,24907,247327,188964
74,Villupuram,JAYAKUMAR RAMA,M,45,GEN,BJP,2165,23,2188,247327,188964
74,Villupuram,None of the Above,,,,NOTA,1685,16,1701,247327,188964
74,Villupuram,SUBRAMANI K,M,36,GEN,NTK,1223,8,1231,247327,188964
74,Villupuram,MUGAMADHU ALI JINNA M,M,50,GEN,IND,840,1,841,247327,188964
74,Villupuram,VENKATESAN A,M,46,GEN,IND,801,0,801,247327,188964
74,Villupuram,PALANIVEL P,M,33,GEN,IND,578,0,578,247327,188964
74,Villupuram,DINESH G,M,27,GEN,IND,461,0,461,247327,188964
74,Villupuram,KALIAMOORTHY G KARUNCHIRUTHAI,M,49,GEN,BSP,454,2,456,247327,188964
74,Villupuram,SHANMUGAM V C,M,60,SC,IND,370,0,370,247327,188964
74,Villupuram,SHANMUGAM P,M,32,GEN,IND,357,0,357,247327,188964
74,Villupuram,SULTHAN MOIDEEN D,M,54,GEN,IND,294,0,294,247327,188964
74,Villupuram,JEYACHANDRAN J,M,62,GEN,GMI,263,2,265,247327,188964
74,Villupuram,MURUGAN K,M,49,GEN,IND,230,0,230,247327,188964
74,Villupuram,ANANDHBABU A,M,32,GEN,IND,215,0,215,247327,188964
74,Villupuram,MEENAKSHI V,F,35,SC,IND,182,0,182,247327,188964
74,Villupuram,RAMAKRISHNAN R,M,52,GEN,SP,180,0,180,247327,188964
74,Villupuram,VENKATESH  KUMAR  K,M,42,SC,IND,165,0,165,247327,188964
74,Villupuram,VICTOR A S,M,42,GEN,IND,161,0,161,247327,188964
74,Villupuram,SHANMUGAM K,M,47,GEN,IND,140,0,140,247327,188964
74,Villupuram,INIYADHAYALAN G,M,61,GEN,IND,122,0,122,247327,188964
74,Villupuram,SHANMUGAM A,M,48,GEN,IND,112,0,112,247327,188964
75,Vikravandi,RATHAMANI.K,M,67,GEN,DMK,63203,554,63757,218619,178637
75,Vikravandi,VELU R,M,63,GEN,ADMK,56622,223,56845,218619,178637
75,Vikravandi,ANBUMANI. C,M,58,GEN,PMK,41119,309,41428,218619,178637
75,Vikravandi,RAMAMURTHY R,M,68,GEN,CPM,9915,66,9981,218619,178637
75,Vikravandi,None of the Above,,,,NOTA,1378,7,1385,218619,178637
75,Vikravandi,AADHAVAN. S,M,47,GEN,BJP,1289,2,1291,218619,178637
75,Vikravandi,MUTHUKUMARASAMY. S,M,65,GEN,IND,699,0,699,218619,178637
75,Vikravandi,SARAVANAKUMAR. S,M,27,GEN,NTK,590,4,594,218619,178637
75,Vikravandi,VELU. K,M,49,GEN,IND,522,0,522,218619,178637
75,Vikravandi,MURUGADOSS A,M,30,SC,BSP,464,3,467,218619,178637
75,Vikravandi,NAVANEETHAM. R,F,39,SC,IND,396,0,396,218619,178637
75,Vikravandi,THANGARASU. K,M,59,GEN,IND,394,0,394,218619,178637
75,Vikravandi,VELU. K,M,44,GEN,IND,215,0,215,218619,178637
75,Vikravandi,MANIVANNAN. T,M,46,GEN,IND,192,0,192,218619,178637
75,Vikravandi,RAVICHANDRAN. A,M,50,GEN,SP,153,4,157,218619,178637
75,Vikravandi,PERUMAL. B,M,27,GEN,IND,125,0,125,218619,178637
75,Vikravandi,KALIYAPERUMAL. G,M,67,GEN,IND,119,0,119,218619,178637
75,Vikravandi,ATCHUTHAN S,M,28,GEN,IND,70,0,70,218619,178637
76,Tirukkoyilur,PONMUDY K,M,65,GEN,DMK,92895,942,93837,239087,188438
76,Tirukkoyilur,GOTHANDARAMAN G,M,66,GEN,ADMK,52516,264,52780,239087,188438
76,Tirukkoyilur,BALASAKTHI,M,37,GEN,PMK,18730,92,18822,239087,188438
76,Tirukkoyilur,GANESH G,M,34,GEN,TMC(M),14979,66,15045,239087,188438
76,Tirukkoyilur,None of the Above,,,,NOTA,2107,3,2110,239087,188438
76,Tirukkoyilur,RAJESH,M,29,SC,IND,1472,1,1473,239087,188438
76,Tirukkoyilur,DHANDAPANI S,M,57,GEN,BJP,1173,5,1178,239087,188438
76,Tirukkoyilur,RAJASEKAR D,M,27,SC,NTK,731,1,732,239087,188438
76,Tirukkoyilur,VINOTH,M,29,GEN,IND,504,0,504,239087,188438
76,Tirukkoyilur,PALANIVEL S,M,30,GEN,IND,461,0,461,239087,188438
76,Tirukkoyilur,GANESH,M,40,GEN,IND,375,0,375,239087,188438
76,Tirukkoyilur,THAMILSELVI D,F,39,GEN,IND,347,0,347,239087,188438
76,Tirukkoyilur,SAPTHAGIRI T,M,36,SC,IND,306,0,306,239087,188438
76,Tirukkoyilur,SURESH,M,40,GEN,IND,246,0,246,239087,188438
76,Tirukkoyilur,ARULNEHRU V,M,53,GEN,IND,222,0,222,239087,188438
77,Ulundurpettai,"KUMARAGURU, R.",M,55,GEN,ADMK,81641,332,81973,274436,227476
77,Ulundurpettai,"VASANTHAVEL, G.R.",M,50,GEN,DMK,77070,739,77809,274436,227476
77,Ulundurpettai,VIJAYKANT,M,63,GEN,DMDK,34294,153,34447,274436,227476
77,Ulundurpettai,"BALU, K.",M,45,GEN,PMK,20116,117,20233,274436,227476
77,Ulundurpettai,"SARAVANAN, G.V.",M,39,GEN,IND,2657,0,2657,274436,227476
77,Ulundurpettai,"SHANMUGAM, P.",M,50,GEN,IND,1791,0,1791,274436,227476
77,Ulundurpettai,"ARUMUGAM, E",M,39,GEN,IND,931,0,931,274436,227476
77,Ulundurpettai,"VIJAYAKANTH, A.",M,34,SC,IND,872,0,872,274436,227476
77,Ulundurpettai,"CHANDRASEKARAN, N.",M,44,GEN,BSP,856,0,856,274436,227476
77,Ulundurpettai,None of the Above,,,,NOTA,824,5,829,274436,227476
77,Ulundurpettai,AGNI SRIRAMACHANDRAN,M,35,GEN,IND,538,0,538,274436,227476
77,Ulundurpettai,"DESINGH, S.",M,38,GEN,NTK,517,7,524,274436,227476
77,Ulundurpettai,"BAKKIIYALAKSHMI, K.",F,32,SC,IND,516,0,516,274436,227476
77,Ulundurpettai,"RAJASEKARAN, K.",M,28,GEN,IND,505,0,505,274436,227476
77,Ulundurpettai,"ARIGOVINDHAN, T.",M,31,GEN,IND,458,0,458,274436,227476
77,Ulundurpettai,"BALU, P.",M,33,GEN,IND,362,1,363,274436,227476
77,Ulundurpettai,"KUMARAGURU, D.",M,33,GEN,IND,343,0,343,274436,227476
77,Ulundurpettai,"RAMALINGAM, G.",M,60,GEN,KMDK,310,0,310,274436,227476
77,Ulundurpettai,"RAJENDRAN, S.",M,52,GEN,IJK,292,1,293,274436,227476
77,Ulundurpettai,"ARASAN, K.",M,56,SC,IND,280,0,280,274436,227476
77,Ulundurpettai,"VENKATESAN, M.",M,44,SC,CPI(ML)(L),274,0,274,274436,227476
77,Ulundurpettai,"VIJAYAKANTH, S.",M,32,GEN,IND,181,0,181,274436,227476
77,Ulundurpettai,"PADMARAJAN, DR.K.",M,55,GEN,IND,166,0,166,274436,227476
77,Ulundurpettai,"SURIYA PRAKASH, M.",M,27,SC,VTIP,126,0,126,274436,227476
77,Ulundurpettai,RAHAMATHULLAH SHARIFF,M,67,GEN,IND,106,1,107,274436,227476
77,Ulundurpettai,"MANOKARAN, D.",M,42,GEN,IND,94,0,94,274436,227476
78,Rishivandiyam,KARTHIKEYAN.K,M,38,GEN,DMK,91996,611,92607,244427,196697
78,Rishivandiyam,DHANDAPANI.K,M,51,GEN,ADMK,71895,209,72104,244427,196697
78,Rishivandiyam,VINCENT JAYARAJ.VJP,M,55,GEN,DMDK,14213,26,14239,244427,196697
78,Rishivandiyam,PANDIYAN.KP,M,55,GEN,PMK,8119,29,8148,244427,196697
78,Rishivandiyam,BARATH.S,M,29,SC,IND,1710,0,1710,244427,196697
78,Rishivandiyam,RAPHAEL RAJ.C,M,43,GEN,IND,1088,2,1090,244427,196697
78,Rishivandiyam,CHANDRASEKARAN.V,M,46,GEN,IND,1022,0,1022,244427,196697
78,Rishivandiyam,SAKTHIVEL.S,M,52,GEN,BSP,918,0,918,244427,196697
78,Rishivandiyam,None of the Above,,,,NOTA,866,1,867,244427,196697
78,Rishivandiyam,MUNIYAN.K,M,34,GEN,NTK,781,1,782,244427,196697
78,Rishivandiyam,JAYARAMAN.S,M,61,GEN,IND,630,0,630,244427,196697
78,Rishivandiyam,SANDHANAM.M,M,33,GEN,IND,513,0,513,244427,196697
78,Rishivandiyam,KARTHIK.R,M,34,GEN,IND,494,0,494,244427,196697
78,Rishivandiyam,SENTHILKUMAR.M,M,36,GEN,IJK,406,0,406,244427,196697
78,Rishivandiyam,DHANDAPANI.D,M,49,GEN,IND,322,0,322,244427,196697
78,Rishivandiyam,ELUMALAI.N,M,40,SC,VVIP,239,0,239,244427,196697
78,Rishivandiyam,KAMALAKANNAN.M,M,62,SC,IND,212,0,212,244427,196697
78,Rishivandiyam,RADHAKRISHNAN.C,M,51,GEN,IND,186,0,186,244427,196697
78,Rishivandiyam,SHANKAR.S,M,37,SC,YSP,119,0,119,244427,196697
78,Rishivandiyam,ANBAZHAGAN.M,M,42,SC,IND,89,0,89,244427,196697
79,Sankarapuram,UDHAYASURIYAN.T,M,52,GEN,DMK,89766,1154,90920,250770,203295
79,Sankarapuram,MOHAN P,M,64,GEN,ADMK,76115,277,76392,250770,203295
79,Sankarapuram,SIVARAMAN S,M,42,GEN,PMK,13544,68,13612,250770,203295
79,Sankarapuram,GOVINTHAN.R,M,40,GEN,DMDK,13299,44,13343,250770,203295
79,Sankarapuram,RAJENDRAN S,M,55,GEN,KMDK,1187,2,1189,250770,203295
79,Sankarapuram,MOORTHY M K,M,50,SC,IND,1181,0,1181,250770,203295
79,Sankarapuram,ABDUL GAFOOR.G,M,38,GEN,SDPI,1140,1,1141,250770,203295
79,Sankarapuram,None of the Above,,,,NOTA,1026,6,1032,250770,203295
79,Sankarapuram,RAJAMANI V,M,35,SC,IND,955,0,955,250770,203295
79,Sankarapuram,SANKAR S,M,40,GEN,NTK,661,2,663,250770,203295
79,Sankarapuram,MANNAN M P,M,56,SC,BSP,570,2,572,250770,203295
79,Sankarapuram,ARUMUGAM P,M,43,SC,IND,541,0,541,250770,203295
79,Sankarapuram,SARATHI K,M,39,GEN,IJK,314,1,315,250770,203295
79,Sankarapuram,MARIKANNU A,M,40,GEN,IND,314,0,314,250770,203295
79,Sankarapuram,DHANAM K,F,40,SC,RPI,274,1,275,250770,203295
79,Sankarapuram,SENTHIL MURUGAN P,M,40,GEN,IND,228,0,228,250770,203295
79,Sankarapuram,JAYAPRAKASH K,M,37,GEN,IND,223,0,223,250770,203295
79,Sankarapuram,ARASU A,M,30,SC,IND,221,0,221,250770,203295
79,Sankarapuram,OVIYAR ANANDH C,M,35,SC,LJP,178,0,178,250770,203295
80,Kallakurichi,PRABHU A,M,31,SC,ADMK,89759,349,90108,264140,213719
80,Kallakurichi,KAMARAJ P,M,50,SC,DMK,84754,1250,86004,264140,213719
80,Kallakurichi,RAMAMOORTHTHY  S,M,40,SC,VCK,17408,84,17492,264140,213719
80,Kallakurichi,SENTHAMILSELVI R,F,43,SC,PMK,9689,47,9736,264140,213719
80,Kallakurichi,None of the Above,,,,NOTA,2999,9,3008,264140,213719
80,Kallakurichi,RANGANATHAN A,M,53,SC,IND,2083,2,2085,264140,213719
80,Kallakurichi,CHANDIRAN R,M,39,SC,KMDK,1887,5,1892,264140,213719
80,Kallakurichi,ELAYAPERUMAL K,M,39,SC,IJK,1299,10,1309,264140,213719
80,Kallakurichi,MARIYAPPAN C,M,32,SC,NTK,1174,7,1181,264140,213719
80,Kallakurichi,MUTHUKRISHNAN M,M,66,SC,IND,305,0,305,264140,213719
80,Kallakurichi,KAMARAJ M,M,45,SC,IND,291,0,291,264140,213719
80,Kallakurichi,RAMAR  S,M,26,SC,LJP,152,2,154,264140,213719
80,Kallakurichi,MANNAN M P,M,56,SC,IND,154,0,154,264140,213719
81,Gangavalli,MARUTHAMUTHU.A,M,57,SC,ADMK,73880,421,74301,218854,175981
81,Gangavalli,REKHA PRIYADHARSHINI.J,F,33,SC,DMK,70827,1212,72039,218854,175981
81,Gangavalli,SHANMUGAVEL MURTY.A,M,41,SC,PMK,10628,87,10715,218854,175981
81,Gangavalli,SUBA.R,F,36,SC,DMDK,7060,54,7114,218854,175981
81,Gangavalli,GANESAN.A,M,50,SC,KMDK,3779,7,3786,218854,175981
81,Gangavalli,SIVAGAMI PARAMASIVAM. DR,F,72,SC,BJP,2016,7,2023,218854,175981
81,Gangavalli,None of the Above,,,,NOTA,1747,19,1766,218854,175981
81,Gangavalli,SENTHILKUMAR.P,M,39,SC,NTK,912,9,921,218854,175981
81,Gangavalli,MARUTHAMUTHU.M,M,75,SC,IND,856,0,856,218854,175981
81,Gangavalli,MAYAKANNAN.S,M,30,SC,IND,846,0,846,218854,175981
81,Gangavalli,SANTHIYA.J,F,36,SC,IND,521,8,529,218854,175981
81,Gangavalli,MOORTHY.R,M,42,SC,IND,313,0,313,218854,175981
81,Gangavalli,GANAPATHI.T,M,40,SC,IND,212,3,215,218854,175981
81,Gangavalli,ELAMATHI.E,F,41,SC,IND,208,0,208,218854,175981
81,Gangavalli,KUMAR.V,M,44,SC,VTK,196,0,196,218854,175981
81,Gangavalli,MUTHULAKSHMI.P,F,32,SC,SP,153,0,153,218854,175981
82,Attur,CHINNATHAMBI R M,M,55,SC,ADMK,82324,503,82827,234136,186788
82,Attur,ARTHANARI S K,M,39,SC,INC,64200,1293,65493,234136,186788
82,Attur,AMSAVENI G,F,36,SC,PMK,18188,175,18363,234136,186788
82,Attur,ADHITHYAN K P,M,40,SC,VCK,8436,96,8532,234136,186788
82,Attur,None of the Above,,,,NOTA,2704,38,2742,234136,186788
82,Attur,JAYASEELAN R,M,37,SC,KMDK,2399,14,2413,234136,186788
82,Attur,SELLADURAI R,M,27,SC,IJK,1736,11,1747,234136,186788
82,Attur,SATHISHBABU S,M,30,SC,NTK,1504,27,1531,234136,186788
82,Attur,MARIYAPPAN M P,M,61,SC,BSP,946,1,947,234136,186788
82,Attur,VIJAYARAGAVAN M,M,31,SC,IND,718,0,718,234136,186788
82,Attur,LAKSHMANAN S,M,63,SC,IND,395,0,395,234136,186788
82,Attur,ARUN T,M,32,SC,IND,349,0,349,234136,186788
82,Attur,PERIYASAMY A,M,41,SC,IND,283,0,283,234136,186788
82,Attur,MURUGESAN C,M,39,SC,SP,245,2,247,234136,186788
82,Attur,BAKKIYARAJ P,M,36,SC,IND,201,0,201,234136,186788
83,Yercaud,CHITRA.G,F,35,ST,ADMK,100101,461,100562,260157,222566
83,Yercaud,TAMILSELVAN.C,M,45,ST,DMK,81925,1243,83168,260157,222566
83,Yercaud,SELVAM.R,M,43,ST,PMK,17848,150,17998,260157,222566
83,Yercaud,KUMAR.C,M,36,ST,DMDK,10398,57,10455,260157,222566
83,Yercaud,None of the Above,,,,NOTA,3111,25,3136,260157,222566
83,Yercaud,PON RASA,M,40,ST,BJP,2217,8,2225,260157,222566
83,Yercaud,SENGOTTUVEL.T,M,32,ST,NTK,1248,17,1265,260157,222566
83,Yercaud,CHITRA.R,F,31,ST,IND,1061,2,1063,260157,222566
83,Yercaud,PRABHAVATHY.L,F,26,ST,KMDK,954,4,958,260157,222566
83,Yercaud,SAGADEVAN.V,M,53,ST,IND,771,0,771,260157,222566
83,Yercaud,SAKTHIVEL.K,M,26,ST,IND,401,0,401,260157,222566
83,Yercaud,KASI.K,M,32,ST,IND,236,7,243,260157,222566
83,Yercaud,ARIVUKKANNU.C,M,30,ST,IND,163,1,164,260157,222566
83,Yercaud,KANNAN.A,M,36,ST,IND,151,6,157,260157,222566
84,Omalur,VETRIVEL.S,M,44,GEN,ADMK,88770,399,89169,265892,227295
84,Omalur,AMMASI.S,M,56,GEN,DMK,68180,1033,69213,265892,227295
84,Omalur,TAMILARASU.A,M,54,GEN,PMK,48424,297,48721,265892,227295
84,Omalur,ELANGOVAN.A.R,M,50,GEN,DMDK,9694,50,9744,265892,227295
84,Omalur,None of the Above,,,,NOTA,1720,19,1739,265892,227295
84,Omalur,SELVARAJ.C,M,45,SC,IND,1483,3,1486,265892,227295
84,Omalur,SARAVANAN.P,M,35,GEN,KMDK,1100,11,1111,265892,227295
84,Omalur,GOVINDARAJ.S,M,49,GEN,IJK,1027,3,1030,265892,227295
84,Omalur,RAMESH.V,M,35,GEN,NTK,933,11,944,265892,227295
84,Omalur,SELVARAJ.P,M,27,GEN,IND,683,0,683,265892,227295
84,Omalur,SADAIYAN.M,M,35,SC,BSP,632,1,633,265892,227295
84,Omalur,ARJUNAN.M,M,45,SC,IND,536,1,537,265892,227295
84,Omalur,RAGUPATHI.P.M,M,50,GEN,NCP,537,0,537,265892,227295
84,Omalur,ABDUL WAHID.E,M,29,GEN,IND,390,0,390,265892,227295
84,Omalur,KALIAPPAN.A,M,42,GEN,IND,309,0,309,265892,227295
84,Omalur,SARASWATHI.P,F,44,GEN,IND,298,0,298,265892,227295
84,Omalur,SELLADURAI.V,M,43,GEN,IND,262,0,262,265892,227295
84,Omalur,AMBETHKAR.V,M,45,SC,IND,213,3,216,265892,227295
84,Omalur,RAJA.K,M,37,GEN,IND,166,0,166,265892,227295
84,Omalur,RAVISANKAR.G,M,29,GEN,IND,107,0,107,265892,227295
85,Mettur,SEMMALAI.S,M,70,GEN,ADMK,72260,491,72751,263189,207574
85,Mettur,PARTHIBAN.S.R,M,46,GEN,DMK,65124,1345,66469,263189,207574
85,Mettur,MANI.G.K,M,66,GEN,PMK,49436,503,49939,263189,207574
85,Mettur,BOOPATHY.R,M,50,GEN,DMDK,5842,50,5892,263189,207574
85,Mettur,None of the Above,,,,NOTA,1806,23,1829,263189,207574
85,Mettur,BALASUBRAMANIAN.P,M,39,GEN,BJP,1416,12,1428,263189,207574
85,Mettur,RAJAGOUNDER.A,M,61,GEN,KMDK,1331,14,1345,263189,207574
85,Mettur,VENKATACHALAM.N,M,44,GEN,NTK,975,6,981,263189,207574
85,Mettur,GOPALAN.M,M,58,GEN,NCP,826,0,826,263189,207574
85,Mettur,SEVANTHI.V,F,34,GEN,GMI,781,2,783,263189,207574
85,Mettur,PARTHIBAN.R,M,53,GEN,IND,704,3,707,263189,207574
85,Mettur,NANGA GOUNDER.D,M,60,GEN,IND,572,0,572,263189,207574
85,Mettur,PARANTHAMAN.K,M,46,SC,IND,544,0,544,263189,207574
85,Mettur,SUBRAMANIAM.P,M,51,GEN,IND,526,0,526,263189,207574
85,Mettur,NANTHAKUMAR.N,M,38,GEN,IND,513,2,515,263189,207574
85,Mettur,PADMARAJAN.K.DR,M,55,GEN,IND,357,2,359,263189,207574
85,Mettur,PALANISAMY.K,M,52,GEN,IND,340,0,340,263189,207574
85,Mettur,BAKKIYAM.A,F,55,GEN,IND,309,0,309,263189,207574
85,Mettur,KARUNAKARAN M.V,M,74,GEN,GPI,267,1,268,263189,207574
85,Mettur,PRABHU.S,M,31,GEN,IND,238,0,238,263189,207574
85,Mettur,SIVA.A,M,25,GEN,IND,236,0,236,263189,207574
85,Mettur,JAGANATHAN.V,M,38,SC,IND,226,0,226,263189,207574
85,Mettur,MATHAYAN.C,M,36,SC,BSP,173,1,174,263189,207574
85,Mettur,USHA RANI.R,F,38,GEN,IND,159,1,160,263189,207574
85,Mettur,PARTHIBAN.I,M,39,GEN,IND,156,1,157,263189,207574
86,Edappadi,PALANISWAMI. K,M,62,GEN,ADMK,98229,474,98703,261304,225644
86,Edappadi,ANNADURAI. N,M,47,GEN,PMK,56278,403,56681,261304,225644
86,Edappadi,MURUGESAN. P.A.,M,54,GEN,DMK,54210,939,55149,261304,225644
86,Edappadi,THANGAVEL. P,M,56,GEN,CPM,5412,25,5437,261304,225644
86,Edappadi,None of the Above,,,,NOTA,1894,19,1913,261304,225644
86,Edappadi,PALANISAMY. K,M,42,GEN,NCP,1789,0,1789,261304,225644
86,Edappadi,RAMESH. K,M,38,GEN,NTK,957,14,971,261304,225644
86,Edappadi,SRINIVASAN. N,M,36,GEN,KMDK,956,3,959,261304,225644
86,Edappadi,MUNIRAJA. E,M,41,GEN,IND,869,0,869,261304,225644
86,Edappadi,KUMARESAN. M,M,60,GEN,IND,736,5,741,261304,225644
86,Edappadi,SEDHUPATHI. A,M,28,GEN,IND,485,2,487,261304,225644
86,Edappadi,SAKTHIVEL. S,M,47,GEN,IND,460,0,460,261304,225644
86,Edappadi,ESWARAMOORTHI. N,M,40,GEN,IND,432,0,432,261304,225644
86,Edappadi,VENKATESAN. M,M,43,GEN,IJK,361,2,363,261304,225644
86,Edappadi,KUPPAYEE. R,F,36,GEN,IND,359,1,360,261304,225644
86,Edappadi,THIRUMOORTHY. K,M,45,GEN,JD(U),328,2,330,261304,225644
87,Sankari,RAJA.S,M,49,GEN,ADMK,95741,461,96202,256847,215863
