STATE/UT NAME,AC NO.,AC NAME,CANDIDATE NAME,SEX,AGE,CATEGORY,PARTY,SYMBOL,GENERAL,POSTAL,TOTAL,% VOTES POLLED,TOTAL ELECTORS
Tamil Nadu,11,Dr.Radhakrishnan Nagar,3 GOWRISHANKAR . K,MALE,44,GENERAL,NTK,Ganna Kisan,20401,36,20437,10.93,262980
Tamil Nadu,11,Dr.Radhakrishnan Nagar,4 FAZIL . A,MALE,35,GENERAL,MNM,Battery torch,11181,17,11198,5.99,262980
Tamil Nadu,11,Dr.Radhakrishnan Nagar,5 DR. KALIDAS . P,MALE,54,GENERAL,AMMKMNKZ,Pressure Cooker,1848,4,1852,0.99,262980
Tamil Nadu,11,Dr.Radhakrishnan Nagar,6 NOTA,,,,NOTA,NOTA,1702,2,1704,0.91,262980
Tamil Nadu,11,Dr.Radhakrishnan Nagar,7 SANTHAKUMAR . A,MALE,30,GENERAL,IND,Peas,557,0,557,0.3,262980
Tamil Nadu,11,Dr.Radhakrishnan Nagar,8 VIJAYAN.P,MALE,35,SC,BSP,Elephant,361,0,361,0.19,262980
Tamil Nadu,11,Dr.Radhakrishnan Nagar,9 SASIDARAN.S,MALE,37,SC,IND,Capsicum,241,0,241,0.13,262980
Tamil Nadu,11,Dr.Radhakrishnan Nagar,10 Daniel Sachin Mani.E,MALE,38,GENERAL,IND,Dumbbells,222,0,222,0.12,262980
Tamil Nadu,11,Dr.Radhakrishnan Nagar,11 SIVAKUMAR.S,MALE,31,SC,SUCI,Gas Cylinder,214,1,215,0.11,262980
Tamil Nadu,11,Dr.Radhakrishnan Nagar,12 BABU MAILAN . A,MALE,49,GENERAL,RPPRINAT,Helicopter,115,0,115,0.06,262980
Tamil Nadu,11,Dr.Radhakrishnan Nagar,13 KANDEEPAN.G,MALE,49,GENERAL,IND,Tooth Brush,111,0,111,0.06,262980
Tamil Nadu,11,Dr.Radhakrishnan Nagar,14 RAMADASS . E,MALE,68,SC,MANAK,Water Melon,104,0,104,0.06,262980
Tamil Nadu,11,Dr.Radhakrishnan Nagar,15 GUNASEKARAN.G,MALE,65,SC,IND,T.V. Remote,92,0,92,0.05,262980
Tamil Nadu,11,Dr.Radhakrishnan Nagar,16 PREMKUMAR.P,MALE,42,SC,IND,Stumps,79,0,79,0.04,262980
Tamil Nadu,11,Dr.Radhakrishnan Nagar,17 MOHAN . R,MALE,63,GENERAL,USIP,Tiller,79,0,79,0.04,262980
Tamil Nadu,11,Dr.Radhakrishnan Nagar,18 KALIDASS,MALE,55,GENERAL,IND,Television,67,0,67,0.04,262980
Tamil Nadu,11,Dr.Radhakrishnan Nagar,19 SRIDHAR . C,MALE,39,GENERAL,IND,COMPUTER,55,0,55,0.03,262980
Tamil Nadu,11,Dr.Radhakrishnan Nagar,20 DEVAKUMAR.R,MALE,31,SC,IND,Syringe,48,0,48,0.03,262980
Tamil Nadu,11,Dr.Radhakrishnan Nagar,21 DEVARAJ.M,MALE,42,GENERAL,IND,Pencil Box,48,0,48,0.03,262980
Tamil Nadu,11,Dr.Radhakrishnan Nagar,22 RAJESH . I,MALE,40,GENERAL,IND,Binoculars,47,0,47,0.03,262980
Tamil Nadu,11,Dr.Radhakrishnan Nagar,23 FRANKLIN.D,MALE,42,GENERAL,IND,Trumpet,44,0,44,0.02,262980
Tamil Nadu,11,Dr.Radhakrishnan Nagar,24 PURUSHOTHAMAN . K,MALE,26,GENERAL,IND,Neck Tie,44,0,44,0.02,262980
Tamil Nadu,11,Dr.Radhakrishnan Nagar,25 BOOTHIRAJAN.G,MALE,40,GENERAL,IND,BELT,39,0,39,0.02,262980
