STATE/UT NAME,AC NO.,AC NAME,CANDIDATE NAME,SEX,AGE,CATEGORY,PARTY,SYMBOL,GENERAL,POSTAL,TOTAL,% VOTES POLLED,TOTAL ELECTORS
Gujarat,9,Dhanera,8 Dalpatji Kesarji Chauhan,MALE,39,GENERAL,IND,Bucket,966,8,974,0.48,268872
Gujarat,9,Dhanera,9 Lashabhai Lavajibhai Bajag,MALE,61,SC,JD(S),Laptop,426,1,427,0.21,268872
TURN OUT,,,,,,TOTAL:,,,203281,1280,204561,76.08,
Gujarat,10,Danta (ST),1 Kantibhai Kalabhai Kharadi,MALE,53,ST,INC,Hand,84691,443,85134,46.42,257978
Gujarat,10,Danta (ST),2 Parghi Latubhai Chandabhai,MALE,55,ST,BJP,Lotus,78251,556,78807,42.97,257978
Gujarat,10,Danta (ST),3 Bumbadiya Mahendrabhai Kesharabhai,MALE,70,ST,AAAP,Broom,11861,320,12181,6.64,257978
Gujarat,10,Danta (ST),4 Nota,,,,NOTA,NOTA,5201,12,5213,2.84,257978
Gujarat,10,Danta (ST),5 Dhrangi Kalabhai Mavabhai,MALE,36,ST,IND,Auto- rickshaw,2073,9,2082,1.14,257978
TURN OUT,,,,,,TOTAL:,,,182077,1340,183417,71.1,
Gujarat,11,Vadgam (SC),1 Jignesh Mevani,MALE,42,SC,INC,Hand,93848,917,94765,48,295918
Gujarat,11,Vadgam (SC),2 Manibhai Jethabhai Vaghela,MALE,68,SC,BJP,Lotus,89052,785,89837,45.51,295918
Gujarat,11,Vadgam (SC),3 Dalpatbhai Dahyabhai Bhatiya,MALE,50,SC,AAAP,Broom,4322,171,4493,2.28,295918
Gujarat,11,Vadgam (SC),4 Nota,,,,NOTA,NOTA,2857,20,2877,1.46,295918
Gujarat,11,Vadgam (SC),5 Sundhiya Kalpeshkumar Rameshbhai,MALE,36,SC,AIMIM,Kite,2233,1,2234,1.13,295918
Gujarat,11,Vadgam (SC),6 Maheswari Manjulaben Vanrajbhai,FEMALE,42,SC,IND,Auto- rickshaw,1194,1,1195,0.61,295918
Gujarat,11,Vadgam (SC),7 Solanki Rajanikant Hirabhai,MALE,42,SC,BSP,Elephant,644,4,648,0.33,295918
Gujarat,11,Vadgam (SC),8 Bhatiya Piyushbhai Bhikhabhai,MALE,29,SC,IND,Sewing machine,458,1,459,0.23,295918
Gujarat,11,Vadgam (SC),9 Dattulbhai Somalal Joshi,MALE,41,SC,IND,Coconut farm,287,3,290,0.15,295918
Gujarat,11,Vadgam (SC),10 Dineshkumar Aljibhai Solanki,MALE,46,SC,IND,Batsman,224,0,224,0.11,295918
Gujarat,11,Vadgam (SC),11 Jayshriben Dahyabhai Parmar,FEMALE,25,SC,PPSP,Pot,218,2,220,0.11,295918
Gujarat,11,Vadgam (SC),12 Dabhi Sharmishtaben Laljibhai,FEMALE,44,SC,JD(S),A lady farmer carrying paddy on her head,176,2,178,0.09,295918
TURN OUT,,,,,,TOTAL:,,,195513,1907,197420,66.71,
Gujarat,12,Palanpur,1 Aniket Girishbhai Thaker,MALE,51,GENERAL,BJP,Lotus,94692,896,95588,52.93,284941
Gujarat,12,Palanpur,2 Maheshkumar Amrutlal Patel,MALE,56,GENERAL,INC,Hand,67648,960,68608,37.99,284941
Gujarat,12,Palanpur,3 Rameshkumar Khemrajbhai Nabhani,MALE,52,GENERAL,AAAP,Broom,9138,468,9606,5.32,284941
Gujarat,12,Palanpur,4 Nota,,,,NOTA,NOTA,2679,23,2702,1.5,284941
Gujarat,12,Palanpur,5 Shaileshbhai Karshanbhai Parmar,MALE,33,SC,BSP,Elephant,1259,8,1267,0.7,284941
Gujarat,12,Palanpur,6 Manish Brahmbhatt (krantikari),MALE,37,GENERAL,IND,Sewing machine,952,12,964,0.53,284941
Gujarat,12,Palanpur,7 Shrimali Ashokbhai Balchandbhai,MALE,53,SC,IND,Pot,874,5,879,0.49,284941
Gujarat,12,Palanpur,8 Parmar Chhaganchandaraj Dhanabhai,MALE,56,SC,IND,Coconut farm,344,2,346,0.19,284941
Gujarat,12,Palanpur,9 Chunara Gulshanben Ahemadbhai,FEMALE,45,GENERAL,IND,Gas cylinder,331,2,333,0.18,284941
Gujarat,12,Palanpur,10 Javidkhan Jafarkhan Parmar,MALE,40,GENERAL,IND,Auto- rickshaw,307,3,310,0.17,284941
TURN OUT,,,,,,TOTAL:,,,178224,2379,180603,63.38,
Gujarat,13,Deesa,1 Pravinkumar Gordhanji Mali,MALE,37,GENERAL,BJP,Lotus,97330,676,98006,45.51,289681
Gujarat,13,Deesa,2 Sanjaykumar Govabhai Rabari,MALE,37,GENERAL,INC,Hand,54977,382,55359,25.71,289681
Gujarat,13,Deesa,3 Lebjibhai Thakor,MALE,51,GENERAL,IND,Cup & saucer,44890,168,45058,20.92,289681
Gujarat,13,Deesa,4 Dr.rameshbhai Patel,MALE,38,GENERAL,AAAP,Broom,9003,325,9328,4.33,289681
Gujarat,13,Deesa,5 Nota,,,,NOTA,NOTA,2845,6,2851,1.32,289681
Gujarat,13,Deesa,6 Vaghela Gajubha Mohansing,MALE,31,GENERAL,IND,Gas cylinder,1235,1,1236,0.57,289681
Gujarat,13,Deesa,7 Ashokbhai Popatbhai Parmar,MALE,25,GENERAL,GAGUP,Ganna kisan,944,0,944,0.44,289681
Gujarat,13,Deesa,8 Jayantibhai Navabhai Chaudhary,MALE,26,GENERAL,IND,Kettle,934,0,934,0.43,289681
Gujarat,13,Deesa,9 Patel Jayantibhai Sagthabhai,MALE,44,GENERAL,IND,Apple,534,0,534,0.25,289681
Gujarat,13,Deesa,10 Soni Nitinkumar,MALE,40,GENERAL,PRJVJP,Pot,450,0,450,0.21,289681
Gujarat,13,Deesa,11 Dineshbhai Sagthabhai Patel,MALE,41,GENERAL,IND,Almirah,329,3,332,0.15,289681
Gujarat,13,Deesa,12 Jashvantkumar Padhiyar,MALE,36,GENERAL,NMSP,Flute,322,2,324,0.15,289681
TURN OUT,,,,,,TOTAL:,,,213793,1563,215356,74.34,
Gujarat,14,Deodar,1 Keshaji Shivaji Chauhan,MALE,60,GENERAL,BJP,Lotus,108560,563,109123,56.66,253414
Gujarat,14,Deodar,2 Shivabhai Amarabhai Bhuriya,MALE,69,GENERAL,INC,Hand,70007,702,70709,36.71,253414
